,if freq (ghz),psg power (dbm),cable loss (db),input power(dbm),output power(dbm),gain(db)
55,4.0,7.5,-1.2395500741821304,6.26044992581787,-26.111,-32.37144992581787
56,4.0,8.0,-1.2395500741821304,6.76044992581787,-25.687,-32.44744992581787
57,4.0,8.5,-1.2395500741821304,7.26044992581787,-25.256,-32.51644992581787
58,4.0,9.0,-1.2395500741821304,7.76044992581787,-24.872,-32.632449925817866
59,4.0,9.5,-1.2395500741821304,8.26044992581787,-24.47,-32.730449925817865
60,4.0,10.0,-1.2395500741821304,8.76044992581787,-24.085,-32.845449925817874
61,4.0,10.5,-1.2395500741821304,9.26044992581787,-23.701,-32.961449925817874
62,4.0,11.0,-1.2395500741821304,9.76044992581787,-23.351,-33.111449925817865
63,4.0,11.5,-1.2395500741821304,10.26044992581787,-23.021,-33.28144992581787
64,4.0,12.0,-1.2395500741821304,10.76044992581787,-22.68,-33.44044992581787
65,4.0,12.5,-1.2395500741821304,11.26044992581787,-22.378,-33.638449925817866
66,4.0,13.0,-1.2395500741821304,11.76044992581787,-22.086,-33.846449925817865
67,4.0,13.5,-1.2395500741821304,12.26044992581787,-21.818,-34.07844992581787
68,4.0,14.0,-1.2395500741821304,12.76044992581787,-21.557,-34.31744992581787
69,4.0,14.5,-1.2395500741821304,13.26044992581787,-21.338,-34.598449925817874
70,4.0,15.0,-1.2395500741821304,13.76044992581787,-21.127,-34.88744992581787
71,4.0,15.5,-1.2395500741821304,14.26044992581787,-20.922,-35.18244992581787
72,4.0,16.0,-1.2395500741821304,14.76044992581787,-20.744,-35.504449925817866
73,4.0,16.5,-1.2395500741821304,15.26044992581787,-20.587,-35.84744992581787
74,4.0,17.0,-1.2395500741821304,15.76044992581787,-20.449,-36.20944992581787
75,4.0,17.5,-1.2395500741821304,16.26044992581787,-20.307,-36.56744992581787
76,4.0,18.0,-1.2395500741821304,16.76044992581787,-20.307,-37.06744992581787
77,4.5,-20.0,-1.3229409491328878,-21.32294094913289,-53.795,-32.47205905086712
78,4.5,-19.5,-1.3229409491328878,-20.82294094913289,-53.394,-32.571059050867106
79,4.5,-19.0,-1.3229409491328878,-20.32294094913289,-52.846,-32.523059050867104
80,4.5,-18.5,-1.3229409491328878,-19.82294094913289,-52.367,-32.544059050867105
81,4.5,-18.0,-1.3229409491328878,-19.32294094913289,-51.831,-32.50805905086712
82,4.5,-17.5,-1.3229409491328878,-18.82294094913289,-51.313,-32.49005905086712
83,4.5,-17.0,-1.3229409491328878,-18.32294094913289,-50.843,-32.52005905086712
84,4.5,-16.5,-1.3229409491328878,-17.82294094913289,-50.311,-32.48805905086711
85,4.5,-16.0,-1.3229409491328878,-17.32294094913289,-49.849,-32.526059050867104
86,4.5,-15.5,-1.3229409491328878,-16.82294094913289,-49.322,-32.49905905086712
87,4.5,-15.0,-1.3229409491328878,-16.32294094913289,-48.825,-32.50205905086712
88,4.5,-14.5,-1.3229409491328878,-15.822940949132889,-48.302,-32.47905905086711
89,4.5,-14.0,-1.3229409491328878,-15.322940949132889,-47.833,-32.51005905086711
90,4.5,-13.5,-1.3229409491328878,-14.822940949132889,-47.335,-32.51205905086711
91,4.5,-13.0,-1.3229409491328878,-14.322940949132889,-46.841,-32.51805905086711
92,4.5,-12.5,-1.3229409491328878,-13.822940949132889,-46.333,-32.51005905086711
93,4.5,-12.0,-1.3229409491328878,-13.322940949132889,-45.819,-32.49605905086712
94,4.5,-11.5,-1.3229409491328878,-12.822940949132889,-45.33,-32.50705905086711
95,4.5,-11.0,-1.3229409491328878,-12.322940949132889,-44.832,-32.50905905086711
96,4.5,-10.5,-1.3229409491328878,-11.822940949132889,-44.326,-32.50305905086711
97,4.5,-10.0,-1.3229409491328878,-11.322940949132889,-43.835,-32.51205905086711
98,4.5,-9.5,-1.3229409491328878,-10.822940949132889,-43.318,-32.49505905086711
99,4.5,-9.0,-1.3229409491328878,-10.322940949132889,-42.81,-32.48705905086712
100,4.5,-8.5,-1.3229409491328878,-9.822940949132889,-42.295,-32.47205905086712
101,4.5,-8.0,-1.3229409491328878,-9.322940949132889,-41.821,-32.49805905086711
102,4.5,-7.5,-1.3229409491328878,-8.822940949132889,-41.292,-32.469059050867116
103,4.5,-7.0,-1.3229409491328878,-8.322940949132889,-40.827,-32.50405905086711
104,4.5,-6.5,-1.3229409491328878,-7.822940949132888,-40.312,-32.48905905086711
105,4.5,-6.0,-1.3229409491328878,-7.322940949132888,-39.817,-32.494059050867115
106,4.5,-5.5,-1.3229409491328878,-6.822940949132888,-39.313,-32.49005905086712
107,4.5,-5.0,-1.3229409491328878,-6.322940949132888,-38.824,-32.50105905086711
108,4.5,-4.5,-1.3229409491328878,-5.822940949132888,-38.315,-32.49205905086711
109,4.5,-4.0,-1.3229409491328878,-5.322940949132888,-37.819,-32.49605905086712
110,4.5,-3.5,-1.3229409491328878,-4.822940949132888,-37.325,-32.50205905086712
111,4.5,-3.0,-1.3229409491328878,-4.322940949132888,-36.838,-32.515059050867116
112,4.5,-2.5,-1.3229409491328878,-3.822940949132888,-36.319,-32.49605905086712
113,4.5,-2.0,-1.3229409491328878,-3.322940949132888,-35.826,-32.503059050867115
114,4.5,-1.5,-1.3229409491328878,-2.822940949132888,-35.342,-32.519059050867114
115,4.5,-1.0,-1.3229409491328878,-2.322940949132888,-34.848,-32.525059050867114
116,4.5,-0.5,-1.3229409491328878,-1.8229409491328878,-34.367,-32.54405905086711
117,4.5,0.0,-1.3229409491328878,-1.3229409491328878,-33.873,-32.55005905086711
118,4.5,0.5,-1.3229409491328878,-0.8229409491328878,-33.362,-32.53905905086712
119,4.5,1.0,-1.3229409491328878,-0.32294094913288784,-32.89,-32.567059050867115
120,4.5,1.5,-1.3229409491328878,0.17705905086711216,-32.372,-32.549059050867115
121,4.5,2.0,-1.3229409491328878,0.6770590508671122,-31.904,-32.58105905086711
122,4.5,2.5,-1.3229409491328878,1.1770590508671122,-31.422,-32.59905905086711
123,4.5,3.0,-1.3229409491328878,1.6770590508671122,-30.947,-32.62405905086711
124,4.5,3.5,-1.3229409491328878,2.177059050867112,-30.45,-32.62705905086711
125,4.5,4.0,-1.3229409491328878,2.677059050867112,-29.976,-32.653059050867114
126,4.5,4.5,-1.3229409491328878,3.177059050867112,-29.495,-32.67205905086711
127,4.5,5.0,-1.3229409491328878,3.677059050867112,-29.036,-32.713059050867116
128,4.5,5.5,-1.3229409491328878,4.177059050867112,-28.567,-32.744059050867115
129,4.5,6.0,-1.3229409491328878,4.677059050867112,-28.089,-32.76605905086711
130,4.5,6.5,-1.3229409491328878,5.177059050867112,-27.635,-32.81205905086711
131,4.5,7.0,-1.3229409491328878,5.677059050867112,-27.149,-32.826059050867116
132,4.5,7.5,-1.3229409491328878,6.177059050867112,-26.716,-32.893059050867116
133,4.5,8.0,-1.3229409491328878,6.677059050867112,-26.27,-32.94705905086711
134,4.5,8.5,-1.3229409491328878,7.177059050867112,-25.861,-33.03805905086711
135,4.5,9.0,-1.3229409491328878,7.677059050867112,-25.433,-33.110059050867115
136,4.5,9.5,-1.3229409491328878,8.177059050867111,-24.999,-33.17605905086711
137,4.5,10.0,-1.3229409491328878,8.677059050867111,-24.59,-33.26705905086711
138,4.5,10.5,-1.3229409491328878,9.177059050867111,-24.165,-33.34205905086711
139,4.5,11.0,-1.3229409491328878,9.677059050867111,-23.793,-33.47005905086711
140,4.5,11.5,-1.3229409491328878,10.177059050867111,-23.408,-33.585059050867116
141,4.5,12.0,-1.3229409491328878,10.677059050867111,-23.048,-33.72505905086711
142,4.5,12.5,-1.3229409491328878,11.177059050867111,-22.706,-33.88305905086711
143,4.5,13.0,-1.3229409491328878,11.677059050867111,-22.382,-34.05905905086711
144,4.5,13.5,-1.3229409491328878,12.177059050867111,-22.062,-34.23905905086711
145,4.5,14.0,-1.3229409491328878,12.677059050867111,-21.783,-34.460059050867116
146,4.5,14.5,-1.3229409491328878,13.177059050867111,-21.498,-34.67505905086711
147,4.5,15.0,-1.3229409491328878,13.677059050867111,-21.225,-34.90205905086711
148,4.5,15.5,-1.3229409491328878,14.177059050867111,-21.012,-35.189059050867115
149,4.5,16.0,-1.3229409491328878,14.677059050867111,-20.816,-35.49305905086711
150,4.5,16.5,-1.3229409491328878,15.177059050867111,-20.626,-35.80305905086711
151,4.5,17.0,-1.3229409491328878,15.677059050867111,-20.445,-36.12205905086711
152,4.5,17.5,-1.3229409491328878,16.17705905086711,-20.29,-36.46705905086711
153,4.5,18.0,-1.3229409491328878,16.67705905086711,-20.191,-36.86805905086711
154,5.0,-20.0,-1.3875342170103973,-21.387534217010398,-55.675,-34.2874657829896
155,5.0,-19.5,-1.3875342170103973,-20.887534217010398,-55.281,-34.3934657829896
156,5.0,-19.0,-1.3875342170103973,-20.387534217010398,-54.746,-34.358465782989605
157,5.0,-18.5,-1.3875342170103973,-19.887534217010398,-54.269,-34.3814657829896
158,5.0,-18.0,-1.3875342170103973,-19.387534217010398,-53.715,-34.327465782989606
159,5.0,-17.5,-1.3875342170103973,-18.887534217010398,-53.215,-34.327465782989606
160,5.0,-17.0,-1.3875342170103973,-18.387534217010398,-52.703,-34.315465782989605
161,5.0,-16.5,-1.3875342170103973,-17.887534217010398,-52.257,-34.3694657829896
162,5.0,-16.0,-1.3875342170103973,-17.387534217010398,-51.719,-34.3314657829896
163,5.0,-15.5,-1.3875342170103973,-16.887534217010398,-51.197,-34.309465782989605
164,5.0,-15.0,-1.3875342170103973,-16.387534217010398,-50.732,-34.3444657829896
165,5.0,-14.5,-1.3875342170103973,-15.887534217010398,-50.215,-34.327465782989606
166,5.0,-14.0,-1.3875342170103973,-15.387534217010398,-49.707,-34.3194657829896
167,5.0,-13.5,-1.3875342170103973,-14.887534217010398,-49.218,-34.330465782989606
168,5.0,-13.0,-1.3875342170103973,-14.387534217010398,-48.73,-34.3424657829896
169,5.0,-12.5,-1.3875342170103973,-13.887534217010398,-48.205,-34.3174657829896
170,5.0,-12.0,-1.3875342170103973,-13.387534217010398,-47.704,-34.3164657829896
171,5.0,-11.5,-1.3875342170103973,-12.887534217010398,-47.212,-34.324465782989606
172,5.0,-11.0,-1.3875342170103973,-12.387534217010398,-46.701,-34.3134657829896
173,5.0,-10.5,-1.3875342170103973,-11.887534217010398,-46.23,-34.3424657829896
174,5.0,-10.0,-1.3875342170103973,-11.387534217010398,-45.696,-34.3084657829896
175,5.0,-9.5,-1.3875342170103973,-10.887534217010398,-45.197,-34.309465782989605
176,5.0,-9.0,-1.3875342170103973,-10.387534217010398,-44.683,-34.2954657829896
177,5.0,-8.5,-1.3875342170103973,-9.887534217010398,-44.174,-34.2864657829896
178,5.0,-8.0,-1.3875342170103973,-9.387534217010398,-43.685,-34.297465782989605
179,5.0,-7.5,-1.3875342170103973,-8.887534217010398,-43.192,-34.3044657829896
180,5.0,-7.0,-1.3875342170103973,-8.387534217010398,-42.695,-34.3074657829896
181,5.0,-6.5,-1.3875342170103973,-7.887534217010398,-42.194,-34.306465782989605
182,5.0,-6.0,-1.3875342170103973,-7.387534217010398,-41.69,-34.3024657829896
183,5.0,-5.5,-1.3875342170103973,-6.887534217010398,-41.174,-34.2864657829896
184,5.0,-5.0,-1.3875342170103973,-6.387534217010398,-40.685,-34.297465782989605
185,5.0,-4.5,-1.3875342170103973,-5.887534217010398,-40.189,-34.3014657829896
186,5.0,-4.0,-1.3875342170103973,-5.387534217010398,-39.696,-34.3084657829896
187,5.0,-3.5,-1.3875342170103973,-4.887534217010398,-39.188,-34.300465782989605
188,5.0,-3.0,-1.3875342170103973,-4.387534217010398,-38.688,-34.300465782989605
189,5.0,-2.5,-1.3875342170103973,-3.8875342170103973,-38.19,-34.3024657829896
190,5.0,-2.0,-1.3875342170103973,-3.3875342170103973,-37.689,-34.3014657829896
191,5.0,-1.5,-1.3875342170103973,-2.8875342170103973,-37.193,-34.3054657829896
192,5.0,-1.0,-1.3875342170103973,-2.3875342170103973,-36.72,-34.3324657829896
193,5.0,-0.5,-1.3875342170103973,-1.8875342170103973,-36.225,-34.337465782989604
194,5.0,0.0,-1.3875342170103973,-1.3875342170103973,-35.723,-34.3354657829896
195,5.0,0.5,-1.3875342170103973,-0.8875342170103973,-35.233,-34.3454657829896
196,5.0,1.0,-1.3875342170103973,-0.38753421701039725,-34.751,-34.3634657829896
197,5.0,1.5,-1.3875342170103973,0.11246578298960275,-34.27,-34.382465782989605
198,5.0,2.0,-1.3875342170103973,0.6124657829896027,-33.777,-34.3894657829896
199,5.0,2.5,-1.3875342170103973,1.1124657829896027,-33.302,-34.4144657829896
200,5.0,3.0,-1.3875342170103973,1.6124657829896027,-32.842,-34.4544657829896
201,5.0,3.5,-1.3875342170103973,2.1124657829896027,-32.333,-34.4454657829896
202,5.0,4.0,-1.3875342170103973,2.6124657829896027,-31.868,-34.480465782989604
203,5.0,4.5,-1.3875342170103973,3.1124657829896027,-31.387,-34.4994657829896
204,5.0,5.0,-1.3875342170103973,3.6124657829896027,-30.919,-34.531465782989606
205,5.0,5.5,-1.3875342170103973,4.112465782989602,-30.439,-34.5514657829896
206,5.0,6.0,-1.3875342170103973,4.612465782989602,-29.986,-34.59846578298961
207,5.0,6.5,-1.3875342170103973,5.112465782989602,-29.513,-34.62546578298961
208,5.0,7.0,-1.3875342170103973,5.612465782989602,-29.064,-34.6764657829896
209,5.0,7.5,-1.3875342170103973,6.112465782989602,-28.614,-34.72646578298961
210,5.0,8.0,-1.3875342170103973,6.612465782989602,-28.197,-34.809465782989605
211,5.0,8.5,-1.3875342170103973,7.112465782989602,-27.759,-34.8714657829896
212,5.0,9.0,-1.3875342170103973,7.612465782989602,-27.32,-34.9324657829896
213,5.0,9.5,-1.3875342170103973,8.112465782989602,-26.901,-35.0134657829896
214,5.0,10.0,-1.3875342170103973,8.612465782989602,-26.492,-35.10446578298961
215,5.0,10.5,-1.3875342170103973,9.112465782989602,-26.097,-35.209465782989604
216,5.0,11.0,-1.3875342170103973,9.612465782989602,-25.698,-35.3104657829896
217,5.0,11.5,-1.3875342170103973,10.112465782989602,-25.331,-35.443465782989605
218,5.0,12.0,-1.3875342170103973,10.612465782989602,-24.981,-35.593465782989604
219,5.0,12.5,-1.3875342170103973,11.112465782989602,-24.616,-35.7284657829896
220,5.0,13.0,-1.3875342170103973,11.612465782989602,-24.308,-35.9204657829896
221,5.0,13.5,-1.3875342170103973,12.112465782989602,-23.997,-36.1094657829896
222,5.0,14.0,-1.3875342170103973,12.612465782989602,-23.671,-36.2834657829896
223,5.0,14.5,-1.3875342170103973,13.112465782989602,-23.397,-36.5094657829896
224,5.0,15.0,-1.3875342170103973,13.612465782989602,-23.174,-36.7864657829896
225,5.0,15.5,-1.3875342170103973,14.112465782989602,-22.933,-37.0454657829896
226,5.0,16.0,-1.3875342170103973,14.612465782989602,-22.73,-37.342465782989606
227,5.0,16.5,-1.3875342170103973,15.112465782989602,-22.527,-37.6394657829896
228,5.0,17.0,-1.3875342170103973,15.612465782989602,-22.356,-37.968465782989604
229,5.0,17.5,-1.3875342170103973,16.112465782989602,-22.205,-38.3174657829896
230,5.0,18.0,-1.3875342170103973,16.612465782989602,-22.07,-38.6824657829896
231,5.5,-20.0,-1.4657161123881097,-21.465716112388108,-56.097,-34.63128388761189
232,5.5,-19.5,-1.4657161123881097,-20.965716112388108,-55.679,-34.713283887611894
233,5.5,-19.0,-1.4657161123881097,-20.465716112388108,-55.137,-34.67128388761189
234,5.5,-18.5,-1.4657161123881097,-19.965716112388108,-54.698,-34.73228388761189
235,5.5,-18.0,-1.4657161123881097,-19.465716112388108,-54.192,-34.72628388761189
236,5.5,-17.5,-1.4657161123881097,-18.965716112388108,-53.647,-34.68128388761189
237,5.5,-17.0,-1.4657161123881097,-18.465716112388108,-53.146,-34.68028388761189
238,5.5,-16.5,-1.4657161123881097,-17.965716112388108,-52.667,-34.70128388761189
239,5.5,-16.0,-1.4657161123881097,-17.465716112388108,-52.141,-34.67528388761189
240,5.5,-15.5,-1.4657161123881097,-16.965716112388108,-51.663,-34.69728388761189
241,5.5,-15.0,-1.4657161123881097,-16.465716112388108,-51.15,-34.68428388761189
242,5.5,-14.5,-1.4657161123881097,-15.96571611238811,-50.649,-34.68328388761189
243,5.5,-14.0,-1.4657161123881097,-15.46571611238811,-50.139,-34.673283887611895
244,5.5,-13.5,-1.4657161123881097,-14.96571611238811,-49.641,-34.67528388761189
245,5.5,-13.0,-1.4657161123881097,-14.46571611238811,-49.154,-34.688283887611895
246,5.5,-12.5,-1.4657161123881097,-13.96571611238811,-48.656,-34.69028388761189
247,5.5,-12.0,-1.4657161123881097,-13.46571611238811,-48.132,-34.66628388761189
248,5.5,-11.5,-1.4657161123881097,-12.96571611238811,-47.623,-34.65728388761189
249,5.5,-11.0,-1.4657161123881097,-12.46571611238811,-47.137,-34.67128388761189
250,5.5,-10.5,-1.4657161123881097,-11.96571611238811,-46.632,-34.66628388761189
251,5.5,-10.0,-1.4657161123881097,-11.46571611238811,-46.159,-34.69328388761189
252,5.5,-9.5,-1.4657161123881097,-10.96571611238811,-45.654,-34.688283887611895
253,5.5,-9.0,-1.4657161123881097,-10.46571611238811,-45.134,-34.66828388761189
254,5.5,-8.5,-1.4657161123881097,-9.96571611238811,-44.639,-34.673283887611895
255,5.5,-8.0,-1.4657161123881097,-9.46571611238811,-44.121,-34.655283887611894
256,5.5,-7.5,-1.4657161123881097,-8.96571611238811,-43.628,-34.66228388761189
257,5.5,-7.0,-1.4657161123881097,-8.46571611238811,-43.134,-34.66828388761189
258,5.5,-6.5,-1.4657161123881097,-7.96571611238811,-42.623,-34.65728388761189
259,5.5,-6.0,-1.4657161123881097,-7.46571611238811,-42.14,-34.67428388761189
260,5.5,-5.5,-1.4657161123881097,-6.96571611238811,-41.629,-34.66328388761189
261,5.5,-5.0,-1.4657161123881097,-6.46571611238811,-41.122,-34.65628388761189
262,5.5,-4.5,-1.4657161123881097,-5.96571611238811,-40.65,-34.68428388761189
263,5.5,-4.0,-1.4657161123881097,-5.46571611238811,-40.164,-34.69828388761189
264,5.5,-3.5,-1.4657161123881097,-4.96571611238811,-39.654,-34.688283887611895
265,5.5,-3.0,-1.4657161123881097,-4.46571611238811,-39.15,-34.68428388761189
266,5.5,-2.5,-1.4657161123881097,-3.96571611238811,-38.669,-34.70328388761189
267,5.5,-2.0,-1.4657161123881097,-3.46571611238811,-38.146,-34.68028388761189
268,5.5,-1.5,-1.4657161123881097,-2.96571611238811,-37.649,-34.68328388761189
269,5.5,-1.0,-1.4657161123881097,-2.46571611238811,-37.17,-34.70428388761189
270,5.5,-0.5,-1.4657161123881097,-1.9657161123881097,-36.717,-34.75128388761189
271,5.5,0.0,-1.4657161123881097,-1.4657161123881097,-36.189,-34.72328388761189
272,5.5,0.5,-1.4657161123881097,-0.9657161123881097,-35.689,-34.72328388761189
273,5.5,1.0,-1.4657161123881097,-0.4657161123881097,-35.219,-34.75328388761189
274,5.5,1.5,-1.4657161123881097,0.034283887611890274,-34.733,-34.76728388761189
275,5.5,2.0,-1.4657161123881097,0.5342838876118903,-34.267,-34.801283887611895
276,5.5,2.5,-1.4657161123881097,1.0342838876118903,-33.792,-34.82628388761189
277,5.5,3.0,-1.4657161123881097,1.5342838876118903,-33.302,-34.83628388761189
278,5.5,3.5,-1.4657161123881097,2.03428388761189,-32.818,-34.85228388761189
279,5.5,4.0,-1.4657161123881097,2.53428388761189,-32.348,-34.88228388761189
280,5.5,4.5,-1.4657161123881097,3.03428388761189,-31.875,-34.90928388761189
281,5.5,5.0,-1.4657161123881097,3.53428388761189,-31.389,-34.92328388761189
282,5.5,5.5,-1.4657161123881097,4.03428388761189,-30.94,-34.97428388761189
283,5.5,6.0,-1.4657161123881097,4.53428388761189,-30.49,-35.02428388761189
284,5.5,6.5,-1.4657161123881097,5.03428388761189,-30.046,-35.08028388761189
285,5.5,7.0,-1.4657161123881097,5.53428388761189,-29.576,-35.11028388761189
286,5.5,7.5,-1.4657161123881097,6.03428388761189,-29.156,-35.19028388761189
287,5.5,8.0,-1.4657161123881097,6.53428388761189,-28.71,-35.24428388761189
288,5.5,8.5,-1.4657161123881097,7.03428388761189,-28.291,-35.32528388761189
289,5.5,9.0,-1.4657161123881097,7.53428388761189,-27.888,-35.42228388761189
290,5.5,9.5,-1.4657161123881097,8.03428388761189,-27.45,-35.48428388761189
291,5.5,10.0,-1.4657161123881097,8.53428388761189,-27.067,-35.60128388761189
292,5.5,10.5,-1.4657161123881097,9.03428388761189,-26.657,-35.69128388761189
293,5.5,11.0,-1.4657161123881097,9.53428388761189,-26.287,-35.82128388761189
294,5.5,11.5,-1.4657161123881097,10.03428388761189,-25.942,-35.97628388761189
295,5.5,12.0,-1.4657161123881097,10.53428388761189,-25.575,-36.10928388761189
296,5.5,12.5,-1.4657161123881097,11.03428388761189,-25.242,-36.27628388761189
297,5.5,13.0,-1.4657161123881097,11.53428388761189,-24.935,-36.46928388761189
298,5.5,13.5,-1.4657161123881097,12.03428388761189,-24.654,-36.68828388761189
299,5.5,14.0,-1.4657161123881097,12.53428388761189,-24.367,-36.90128388761189
300,5.5,14.5,-1.4657161123881097,13.03428388761189,-24.103,-37.13728388761189
301,5.5,15.0,-1.4657161123881097,13.53428388761189,-23.864,-37.39828388761189
302,5.5,15.5,-1.4657161123881097,14.03428388761189,-23.645,-37.67928388761189
303,5.5,16.0,-1.4657161123881097,14.53428388761189,-23.438,-37.97228388761189
304,5.5,16.5,-1.4657161123881097,15.03428388761189,-23.234,-38.268283887611894
305,5.5,17.0,-1.4657161123881097,15.53428388761189,-23.073,-38.60728388761189
306,5.5,17.5,-1.4657161123881097,16.034283887611892,-22.95,-38.984283887611895
307,5.5,18.0,-1.4657161123881097,16.534283887611892,-22.788,-39.32228388761189
308,6.0,-20.0,-1.5321552028589769,-21.532155202858977,-54.766,-33.23384479714102
309,6.0,-19.5,-1.5321552028589769,-21.032155202858977,-54.273,-33.24084479714102
310,6.0,-19.0,-1.5321552028589769,-20.532155202858977,-53.807,-33.27484479714103
311,6.0,-18.5,-1.5321552028589769,-20.032155202858977,-53.296,-33.26384479714102
312,6.0,-18.0,-1.5321552028589769,-19.532155202858977,-52.785,-33.25284479714102
313,6.0,-17.5,-1.5321552028589769,-19.032155202858977,-52.293,-33.26084479714102
314,6.0,-17.0,-1.5321552028589769,-18.532155202858977,-51.793,-33.26084479714102
315,6.0,-16.5,-1.5321552028589769,-18.032155202858977,-51.267,-33.23484479714102
316,6.0,-16.0,-1.5321552028589769,-17.532155202858977,-50.782,-33.24984479714102
317,6.0,-15.5,-1.5321552028589769,-17.032155202858977,-50.262,-33.22984479714103
318,6.0,-15.0,-1.5321552028589769,-16.532155202858977,-49.785,-33.25284479714102
319,6.0,-14.5,-1.5321552028589769,-16.032155202858977,-49.293,-33.26084479714102
320,6.0,-14.0,-1.5321552028589769,-15.532155202858977,-48.797,-33.26484479714102
