,if freq (ghz),psg power (dbm),cable loss (db),input power(dbm),output power(dbm),gain(db)
120,4.5,4.5,-1.3229409491328878,3.177059050867112,-28.763,-31.940059050867113
121,4.5,5.0,-1.3229409491328878,3.677059050867112,-28.298,-31.97505905086711
122,4.5,5.5,-1.3229409491328878,4.177059050867112,-27.856,-32.03305905086712
123,4.5,6.0,-1.3229409491328878,4.677059050867112,-27.387,-32.064059050867115
124,4.5,6.5,-1.3229409491328878,5.177059050867112,-26.947,-32.12405905086711
125,4.5,7.0,-1.3229409491328878,5.677059050867112,-26.503,-32.180059050867115
126,4.5,7.5,-1.3229409491328878,6.177059050867112,-26.086,-32.26305905086711
127,4.5,8.0,-1.3229409491328878,6.677059050867112,-25.674,-32.351059050867114
128,4.5,8.5,-1.3229409491328878,7.177059050867112,-25.247,-32.424059050867115
129,4.5,9.0,-1.3229409491328878,7.677059050867112,-24.851,-32.528059050867114
130,4.5,9.5,-1.3229409491328878,8.177059050867111,-24.453,-32.63005905086711
131,4.5,10.0,-1.3229409491328878,8.677059050867111,-24.081,-32.75805905086711
132,4.5,10.5,-1.3229409491328878,9.177059050867111,-23.684,-32.86105905086711
133,4.5,11.0,-1.3229409491328878,9.677059050867111,-23.338,-33.01505905086711
134,4.5,11.5,-1.3229409491328878,10.177059050867111,-22.99,-33.16705905086711
135,4.5,12.0,-1.3229409491328878,10.677059050867111,-22.689,-33.36605905086711
136,4.5,12.5,-1.3229409491328878,11.177059050867111,-22.365,-33.54205905086711
137,4.5,13.0,-1.3229409491328878,11.677059050867111,-22.083,-33.76005905086711
138,4.5,13.5,-1.3229409491328878,12.177059050867111,-21.812,-33.98905905086711
139,4.5,14.0,-1.3229409491328878,12.677059050867111,-21.547,-34.22405905086711
140,4.5,14.5,-1.3229409491328878,13.177059050867111,-21.324,-34.50105905086711
141,4.5,15.0,-1.3229409491328878,13.677059050867111,-21.101,-34.778059050867114
142,5.0,-20.0,-1.3875342170103973,-21.387534217010398,-52.79,-31.4024657829896
143,5.0,-19.5,-1.3875342170103973,-20.887534217010398,-52.351,-31.4634657829896
144,5.0,-19.0,-1.3875342170103973,-20.387534217010398,-51.856,-31.468465782989604
145,5.0,-18.5,-1.3875342170103973,-19.887534217010398,-51.366,-31.478465782989602
146,5.0,-18.0,-1.3875342170103973,-19.387534217010398,-50.831,-31.443465782989605
147,5.0,-17.5,-1.3875342170103973,-18.887534217010398,-50.322,-31.434465782989605
148,5.0,-17.0,-1.3875342170103973,-18.387534217010398,-49.829,-31.441465782989603
149,5.0,-16.5,-1.3875342170103973,-17.887534217010398,-49.319,-31.431465782989605
150,5.0,-16.0,-1.3875342170103973,-17.387534217010398,-48.815,-31.4274657829896
151,5.0,-15.5,-1.3875342170103973,-16.887534217010398,-48.337,-31.449465782989606
152,5.0,-15.0,-1.3875342170103973,-16.387534217010398,-47.835,-31.447465782989603
153,5.0,-14.5,-1.3875342170103973,-15.887534217010398,-47.316,-31.428465782989605
154,5.0,-14.0,-1.3875342170103973,-15.387534217010398,-46.822,-31.434465782989605
155,5.0,-13.5,-1.3875342170103973,-14.887534217010398,-46.324,-31.4364657829896
156,5.0,-13.0,-1.3875342170103973,-14.387534217010398,-45.837,-31.449465782989606
157,5.0,-12.5,-1.3875342170103973,-13.887534217010398,-45.328,-31.440465782989605
158,5.0,-12.0,-1.3875342170103973,-13.387534217010398,-44.818,-31.4304657829896
159,5.0,-11.5,-1.3875342170103973,-12.887534217010398,-44.316,-31.428465782989605
160,5.0,-11.0,-1.3875342170103973,-12.387534217010398,-43.835,-31.447465782989603
161,5.0,-10.5,-1.3875342170103973,-11.887534217010398,-43.335,-31.447465782989603
162,5.0,-10.0,-1.3875342170103973,-11.387534217010398,-42.837,-31.449465782989606
163,5.0,-9.5,-1.3875342170103973,-10.887534217010398,-42.31,-31.422465782989605
164,5.0,-9.0,-1.3875342170103973,-10.387534217010398,-41.795,-31.407465782989604
165,5.0,-8.5,-1.3875342170103973,-9.887534217010398,-41.303,-31.4154657829896
166,5.0,-8.0,-1.3875342170103973,-9.387534217010398,-40.766,-31.3784657829896
167,5.0,-7.5,-1.3875342170103973,-8.887534217010398,-40.281,-31.3934657829896
168,5.0,-7.0,-1.3875342170103973,-8.387534217010398,-39.814,-31.426465782989602
169,5.0,-6.5,-1.3875342170103973,-7.887534217010398,-39.326,-31.438465782989603
170,5.0,-6.0,-1.3875342170103973,-7.387534217010398,-38.799,-31.411465782989602
171,5.0,-5.5,-1.3875342170103973,-6.887534217010398,-38.294,-31.4064657829896
172,5.0,-5.0,-1.3875342170103973,-6.387534217010398,-37.801,-31.413465782989604
173,5.0,-4.5,-1.3875342170103973,-5.887534217010398,-37.303,-31.4154657829896
174,5.0,-4.0,-1.3875342170103973,-5.387534217010398,-36.816,-31.428465782989605
175,5.0,-3.5,-1.3875342170103973,-4.887534217010398,-36.326,-31.438465782989603
176,5.0,-3.0,-1.3875342170103973,-4.387534217010398,-35.823,-31.435465782989603
177,5.0,-2.5,-1.3875342170103973,-3.8875342170103973,-35.332,-31.444465782989603
178,5.0,-2.0,-1.3875342170103973,-3.3875342170103973,-34.835,-31.447465782989603
179,5.0,-1.5,-1.3875342170103973,-2.8875342170103973,-34.325,-31.437465782989605
180,5.0,-1.0,-1.3875342170103973,-2.3875342170103973,-33.86,-31.4724657829896
181,5.0,-0.5,-1.3875342170103973,-1.8875342170103973,-33.394,-31.5064657829896
182,5.0,0.0,-1.3875342170103973,-1.3875342170103973,-32.879,-31.4914657829896
183,5.0,0.5,-1.3875342170103973,-0.8875342170103973,-32.393,-31.505465782989603
184,5.0,1.0,-1.3875342170103973,-0.38753421701039725,-31.909,-31.5214657829896
185,5.0,1.5,-1.3875342170103973,0.11246578298960275,-31.42,-31.532465782989604
186,5.0,2.0,-1.3875342170103973,0.6124657829896027,-30.96,-31.572465782989603
187,5.0,2.5,-1.3875342170103973,1.1124657829896027,-30.474,-31.586465782989603
188,5.0,3.0,-1.3875342170103973,1.6124657829896027,-30.007,-31.619465782989604
189,5.0,3.5,-1.3875342170103973,2.1124657829896027,-29.519,-31.6314657829896
190,5.0,4.0,-1.3875342170103973,2.6124657829896027,-29.065,-31.677465782989604
191,5.0,4.5,-1.3875342170103973,3.1124657829896027,-28.599,-31.711465782989603
192,5.0,5.0,-1.3875342170103973,3.6124657829896027,-28.143,-31.755465782989603
193,5.0,5.5,-1.3875342170103973,4.112465782989602,-27.697,-31.8094657829896
194,5.0,6.0,-1.3875342170103973,4.612465782989602,-27.241,-31.853465782989602
195,5.0,6.5,-1.3875342170103973,5.112465782989602,-26.793,-31.9054657829896
196,5.0,7.0,-1.3875342170103973,5.612465782989602,-26.334,-31.946465782989602
197,5.0,7.5,-1.3875342170103973,6.112465782989602,-25.923,-32.035465782989604
198,5.0,8.0,-1.3875342170103973,6.612465782989602,-25.497,-32.1094657829896
199,5.0,8.5,-1.3875342170103973,7.112465782989602,-25.09,-32.202465782989606
200,5.0,9.0,-1.3875342170103973,7.612465782989602,-24.696,-32.3084657829896
201,5.0,9.5,-1.3875342170103973,8.112465782989602,-24.302,-32.4144657829896
202,5.0,10.0,-1.3875342170103973,8.612465782989602,-23.928,-32.5404657829896
203,5.0,10.5,-1.3875342170103973,9.112465782989602,-23.542,-32.654465782989604
204,5.0,11.0,-1.3875342170103973,9.612465782989602,-23.193,-32.8054657829896
205,5.0,11.5,-1.3875342170103973,10.112465782989602,-22.846,-32.958465782989606
206,5.0,12.0,-1.3875342170103973,10.612465782989602,-22.535,-33.1474657829896
207,5.0,12.5,-1.3875342170103973,11.112465782989602,-22.229,-33.3414657829896
208,5.0,13.0,-1.3875342170103973,11.612465782989602,-21.934,-33.5464657829896
209,5.0,13.5,-1.3875342170103973,12.112465782989602,-21.678,-33.7904657829896
210,5.0,14.0,-1.3875342170103973,12.612465782989602,-21.399,-34.0114657829896
211,5.0,14.5,-1.3875342170103973,13.112465782989602,-21.2,-34.312465782989605
212,5.0,15.0,-1.3875342170103973,13.612465782989602,-20.989,-34.60146578298961
213,5.5,-20.0,-1.4657161123881097,-21.465716112388108,-54.475,-33.00928388761189
214,5.5,-19.5,-1.4657161123881097,-20.965716112388108,-54.059,-33.09328388761189
215,5.5,-19.0,-1.4657161123881097,-20.465716112388108,-53.514,-33.048283887611895
216,5.5,-18.5,-1.4657161123881097,-19.965716112388108,-53.017,-33.051283887611895
217,5.5,-18.0,-1.4657161123881097,-19.465716112388108,-52.522,-33.05628388761189
218,5.5,-17.5,-1.4657161123881097,-18.965716112388108,-51.99,-33.024283887611894
219,5.5,-17.0,-1.4657161123881097,-18.465716112388108,-51.521,-33.05528388761189
220,5.5,-16.5,-1.4657161123881097,-17.965716112388108,-51.046,-33.08028388761189
221,5.5,-16.0,-1.4657161123881097,-17.465716112388108,-50.523,-33.057283887611895
222,5.5,-15.5,-1.4657161123881097,-16.965716112388108,-49.998,-33.03228388761189
223,5.5,-15.0,-1.4657161123881097,-16.465716112388108,-49.522,-33.05628388761189
224,5.5,-14.5,-1.4657161123881097,-15.96571611238811,-49.023,-33.057283887611895
225,5.5,-14.0,-1.4657161123881097,-15.46571611238811,-48.523,-33.057283887611895
226,5.5,-13.5,-1.4657161123881097,-14.96571611238811,-48.036,-33.07028388761189
227,5.5,-13.0,-1.4657161123881097,-14.46571611238811,-47.515,-33.04928388761189
228,5.5,-12.5,-1.4657161123881097,-13.96571611238811,-47.052,-33.08628388761189
229,5.5,-12.0,-1.4657161123881097,-13.46571611238811,-46.515,-33.04928388761189
230,5.5,-11.5,-1.4657161123881097,-12.96571611238811,-46.002,-33.036283887611894
231,5.5,-11.0,-1.4657161123881097,-12.46571611238811,-45.527,-33.06128388761189
232,5.5,-10.5,-1.4657161123881097,-11.96571611238811,-45.014,-33.048283887611895
233,5.5,-10.0,-1.4657161123881097,-11.46571611238811,-44.514,-33.048283887611895
234,5.5,-9.5,-1.4657161123881097,-10.96571611238811,-43.985,-33.01928388761189
235,5.5,-9.0,-1.4657161123881097,-10.46571611238811,-43.496,-33.030283887611894
236,5.5,-8.5,-1.4657161123881097,-9.96571611238811,-42.996,-33.030283887611894
237,5.5,-8.0,-1.4657161123881097,-9.46571611238811,-42.5,-33.03428388761189
238,5.5,-7.5,-1.4657161123881097,-8.96571611238811,-42.001,-33.03528388761189
239,5.5,-7.0,-1.4657161123881097,-8.46571611238811,-41.482,-33.01628388761189
240,5.5,-6.5,-1.4657161123881097,-7.96571611238811,-40.989,-33.02328388761189
241,5.5,-6.0,-1.4657161123881097,-7.46571611238811,-40.496,-33.030283887611894
242,5.5,-5.5,-1.4657161123881097,-6.96571611238811,-40.008,-33.042283887611894
243,5.5,-5.0,-1.4657161123881097,-6.46571611238811,-39.497,-33.03128388761189
244,5.5,-4.5,-1.4657161123881097,-5.96571611238811,-38.997,-33.03128388761189
245,5.5,-4.0,-1.4657161123881097,-5.46571611238811,-38.514,-33.048283887611895
246,5.5,-3.5,-1.4657161123881097,-4.96571611238811,-38.01,-33.04428388761189
247,5.5,-3.0,-1.4657161123881097,-4.46571611238811,-37.505,-33.039283887611894
248,5.5,-2.5,-1.4657161123881097,-3.96571611238811,-37.037,-33.07128388761189
249,5.5,-2.0,-1.4657161123881097,-3.46571611238811,-36.542,-33.07628388761189
250,5.5,-1.5,-1.4657161123881097,-2.96571611238811,-36.033,-33.06728388761189
251,5.5,-1.0,-1.4657161123881097,-2.46571611238811,-35.539,-33.07328388761189
252,5.5,-0.5,-1.4657161123881097,-1.9657161123881097,-35.056,-33.09028388761189
253,5.5,0.0,-1.4657161123881097,-1.4657161123881097,-34.56,-33.094283887611894
254,5.5,0.5,-1.4657161123881097,-0.9657161123881097,-34.09,-33.124283887611895
255,5.5,1.0,-1.4657161123881097,-0.4657161123881097,-33.612,-33.146283887611894
256,5.5,1.5,-1.4657161123881097,0.034283887611890274,-33.133,-33.167283887611894
257,5.5,2.0,-1.4657161123881097,0.5342838876118903,-32.701,-33.23528388761189
258,5.5,2.5,-1.4657161123881097,1.0342838876118903,-32.156,-33.19028388761189
259,5.5,3.0,-1.4657161123881097,1.5342838876118903,-31.678,-33.21228388761189
260,5.5,3.5,-1.4657161123881097,2.03428388761189,-31.218,-33.25228388761189
261,5.5,4.0,-1.4657161123881097,2.53428388761189,-30.753,-33.28728388761189
262,5.5,4.5,-1.4657161123881097,3.03428388761189,-30.282,-33.31628388761189
263,5.5,5.0,-1.4657161123881097,3.53428388761189,-29.82,-33.35428388761189
264,5.5,5.5,-1.4657161123881097,4.03428388761189,-29.359,-33.393283887611894
265,5.5,6.0,-1.4657161123881097,4.53428388761189,-28.903,-33.43728388761189
266,5.5,6.5,-1.4657161123881097,5.03428388761189,-28.463,-33.49728388761189
267,5.5,7.0,-1.4657161123881097,5.53428388761189,-28.04,-33.57428388761189
268,5.5,7.5,-1.4657161123881097,6.03428388761189,-27.606,-33.64028388761189
269,5.5,8.0,-1.4657161123881097,6.53428388761189,-27.183,-33.71728388761189
270,5.5,8.5,-1.4657161123881097,7.03428388761189,-26.758,-33.79228388761189
271,5.5,9.0,-1.4657161123881097,7.53428388761189,-26.356,-33.89028388761189
272,5.5,9.5,-1.4657161123881097,8.03428388761189,-25.962,-33.99628388761189
273,5.5,10.0,-1.4657161123881097,8.53428388761189,-25.578,-34.11228388761189
274,5.5,10.5,-1.4657161123881097,9.03428388761189,-25.212,-34.24628388761189
275,5.5,11.0,-1.4657161123881097,9.53428388761189,-24.86,-34.39428388761189
276,5.5,11.5,-1.4657161123881097,10.03428388761189,-24.511,-34.54528388761189
277,5.5,12.0,-1.4657161123881097,10.53428388761189,-24.179,-34.71328388761189
278,5.5,12.5,-1.4657161123881097,11.03428388761189,-23.867,-34.90128388761189
279,5.5,13.0,-1.4657161123881097,11.53428388761189,-23.577,-35.11128388761189
280,5.5,13.5,-1.4657161123881097,12.03428388761189,-23.311,-35.34528388761189
281,5.5,14.0,-1.4657161123881097,12.53428388761189,-23.055,-35.58928388761189
282,5.5,14.5,-1.4657161123881097,13.03428388761189,-22.817,-35.85128388761189
283,5.5,15.0,-1.4657161123881097,13.53428388761189,-22.605,-36.13928388761189
284,6.0,-20.0,-1.5321552028589769,-21.532155202858977,-53.896,-32.36384479714103
285,6.0,-19.5,-1.5321552028589769,-21.032155202858977,-53.552,-32.51984479714102
286,6.0,-19.0,-1.5321552028589769,-20.532155202858977,-53.033,-32.50084479714103
287,6.0,-18.5,-1.5321552028589769,-20.032155202858977,-52.506,-32.47384479714103
288,6.0,-18.0,-1.5321552028589769,-19.532155202858977,-51.993,-32.46084479714102
289,6.0,-17.5,-1.5321552028589769,-19.032155202858977,-51.513,-32.48084479714102
290,6.0,-17.0,-1.5321552028589769,-18.532155202858977,-50.987,-32.45484479714102
291,6.0,-16.5,-1.5321552028589769,-18.032155202858977,-50.536,-32.50384479714103
292,6.0,-16.0,-1.5321552028589769,-17.532155202858977,-49.976,-32.443844797141026
293,6.0,-15.5,-1.5321552028589769,-17.032155202858977,-49.507,-32.47484479714102
294,6.0,-15.0,-1.5321552028589769,-16.532155202858977,-49.014,-32.48184479714102
295,6.0,-14.5,-1.5321552028589769,-16.032155202858977,-48.486,-32.453844797141016
296,6.0,-14.0,-1.5321552028589769,-15.532155202858977,-47.999,-32.46684479714102
297,6.0,-13.5,-1.5321552028589769,-15.032155202858977,-47.474,-32.441844797141016
298,6.0,-13.0,-1.5321552028589769,-14.532155202858977,-46.992,-32.45984479714102
299,6.0,-12.5,-1.5321552028589769,-14.032155202858977,-46.506,-32.47384479714103
300,6.0,-12.0,-1.5321552028589769,-13.532155202858977,-46.009,-32.47684479714103
301,6.0,-11.5,-1.5321552028589769,-13.032155202858977,-45.509,-32.47684479714103
302,6.0,-11.0,-1.5321552028589769,-12.532155202858977,-44.983,-32.450844797141016
303,6.0,-10.5,-1.5321552028589769,-12.032155202858977,-44.491,-32.458844797141026
304,6.0,-10.0,-1.5321552028589769,-11.532155202858977,-43.989,-32.45684479714102
305,6.0,-9.5,-1.5321552028589769,-11.032155202858977,-43.463,-32.43084479714102
306,6.0,-9.0,-1.5321552028589769,-10.532155202858977,-42.969,-32.43684479714102
307,6.0,-8.5,-1.5321552028589769,-10.032155202858977,-42.472,-32.43984479714102
308,6.0,-8.0,-1.5321552028589769,-9.532155202858977,-41.97,-32.437844797141025
309,6.0,-7.5,-1.5321552028589769,-9.032155202858977,-41.488,-32.455844797141026
310,6.0,-7.0,-1.5321552028589769,-8.532155202858977,-40.967,-32.434844797141025
311,6.0,-6.5,-1.5321552028589769,-8.032155202858977,-40.494,-32.461844797141026
312,6.0,-6.0,-1.5321552028589769,-7.532155202858977,-39.978,-32.44584479714102
313,6.0,-5.5,-1.5321552028589769,-7.032155202858977,-39.498,-32.46584479714102
314,6.0,-5.0,-1.5321552028589769,-6.532155202858977,-38.979,-32.446844797141026
315,6.0,-4.5,-1.5321552028589769,-6.032155202858977,-38.486,-32.453844797141016
316,6.0,-4.0,-1.5321552028589769,-5.532155202858977,-37.972,-32.43984479714102
317,6.0,-3.5,-1.5321552028589769,-5.032155202858977,-37.504,-32.47184479714102
318,6.0,-3.0,-1.5321552028589769,-4.532155202858977,-37.004,-32.47184479714102
319,6.0,-2.5,-1.5321552028589769,-4.032155202858977,-36.49,-32.45784479714102
