,if freq (ghz),psg power (dbm),cable loss (db),input power(dbm),output power(dbm),gain(db)
54,4.0,7.0,-1.2395500741821304,5.76044992581787,-26.839,-32.599449925817865
55,4.0,7.5,-1.2395500741821304,6.26044992581787,-26.389,-32.64944992581787
56,4.0,8.0,-1.2395500741821304,6.76044992581787,-25.943,-32.70344992581787
57,4.0,8.5,-1.2395500741821304,7.26044992581787,-25.534,-32.79444992581787
58,4.0,9.0,-1.2395500741821304,7.76044992581787,-25.117,-32.87744992581787
59,4.0,9.5,-1.2395500741821304,8.26044992581787,-24.716,-32.976449925817874
60,4.0,10.0,-1.2395500741821304,8.76044992581787,-24.314,-33.07444992581787
61,4.0,10.5,-1.2395500741821304,9.26044992581787,-23.917,-33.17744992581787
62,4.0,11.0,-1.2395500741821304,9.76044992581787,-23.534,-33.29444992581787
63,4.0,11.5,-1.2395500741821304,10.26044992581787,-23.165,-33.42544992581787
64,4.0,12.0,-1.2395500741821304,10.76044992581787,-22.814,-33.57444992581787
65,4.0,12.5,-1.2395500741821304,11.26044992581787,-22.494,-33.754449925817866
66,4.0,13.0,-1.2395500741821304,11.76044992581787,-22.16,-33.92044992581787
67,4.0,13.5,-1.2395500741821304,12.26044992581787,-21.878,-34.138449925817866
68,4.0,14.0,-1.2395500741821304,12.76044992581787,-21.591,-34.351449925817874
69,4.0,14.5,-1.2395500741821304,13.26044992581787,-21.326,-34.586449925817874
70,4.0,15.0,-1.2395500741821304,13.76044992581787,-21.075,-34.83544992581787
71,4.0,15.5,-1.2395500741821304,14.26044992581787,-20.848,-35.108449925817865
72,4.0,16.0,-1.2395500741821304,14.76044992581787,-20.646,-35.40644992581787
73,4.0,16.5,-1.2395500741821304,15.26044992581787,-20.458,-35.718449925817865
74,4.0,17.0,-1.2395500741821304,15.76044992581787,-20.285,-36.04544992581787
75,4.0,17.5,-1.2395500741821304,16.26044992581787,-20.136,-36.39644992581787
76,4.0,18.0,-1.2395500741821304,16.76044992581787,-20.003,-36.763449925817866
77,4.5,-20.0,-1.3229409491328878,-21.32294094913289,-53.438,-32.11505905086712
78,4.5,-19.5,-1.3229409491328878,-20.82294094913289,-53.052,-32.22905905086711
79,4.5,-19.0,-1.3229409491328878,-20.32294094913289,-52.507,-32.184059050867106
80,4.5,-18.5,-1.3229409491328878,-19.82294094913289,-51.978,-32.15505905086711
81,4.5,-18.0,-1.3229409491328878,-19.32294094913289,-51.441,-32.11805905086712
82,4.5,-17.5,-1.3229409491328878,-18.82294094913289,-50.954,-32.13105905086711
83,4.5,-17.0,-1.3229409491328878,-18.32294094913289,-50.453,-32.13005905086712
84,4.5,-16.5,-1.3229409491328878,-17.82294094913289,-49.966,-32.14305905086711
85,4.5,-16.0,-1.3229409491328878,-17.32294094913289,-49.453,-32.13005905086712
86,4.5,-15.5,-1.3229409491328878,-16.82294094913289,-48.918,-32.09505905086711
87,4.5,-15.0,-1.3229409491328878,-16.32294094913289,-48.46,-32.13705905086711
88,4.5,-14.5,-1.3229409491328878,-15.822940949132889,-47.954,-32.13105905086711
89,4.5,-14.0,-1.3229409491328878,-15.322940949132889,-47.447,-32.12405905086712
90,4.5,-13.5,-1.3229409491328878,-14.822940949132889,-46.941,-32.11805905086712
91,4.5,-13.0,-1.3229409491328878,-14.322940949132889,-46.455,-32.13205905086711
92,4.5,-12.5,-1.3229409491328878,-13.822940949132889,-45.949,-32.12605905086711
93,4.5,-12.0,-1.3229409491328878,-13.322940949132889,-45.463,-32.14005905086711
94,4.5,-11.5,-1.3229409491328878,-12.822940949132889,-44.949,-32.12605905086711
95,4.5,-11.0,-1.3229409491328878,-12.322940949132889,-44.462,-32.13905905086712
96,4.5,-10.5,-1.3229409491328878,-11.822940949132889,-43.961,-32.13805905086711
97,4.5,-10.0,-1.3229409491328878,-11.322940949132889,-43.459,-32.13605905086712
98,4.5,-9.5,-1.3229409491328878,-10.822940949132889,-42.904,-32.08105905086711
99,4.5,-9.0,-1.3229409491328878,-10.322940949132889,-42.414,-32.091059050867116
100,4.5,-8.5,-1.3229409491328878,-9.822940949132889,-41.915,-32.09205905086711
101,4.5,-8.0,-1.3229409491328878,-9.322940949132889,-41.416,-32.09305905086711
102,4.5,-7.5,-1.3229409491328878,-8.822940949132889,-40.927,-32.10405905086711
103,4.5,-7.0,-1.3229409491328878,-8.322940949132889,-40.431,-32.10805905086711
104,4.5,-6.5,-1.3229409491328878,-7.822940949132888,-39.918,-32.095059050867114
105,4.5,-6.0,-1.3229409491328878,-7.322940949132888,-39.412,-32.089059050867114
106,4.5,-5.5,-1.3229409491328878,-6.822940949132888,-38.916,-32.09305905086711
107,4.5,-5.0,-1.3229409491328878,-6.322940949132888,-38.427,-32.104059050867114
108,4.5,-4.5,-1.3229409491328878,-5.822940949132888,-37.922,-32.09905905086711
109,4.5,-4.0,-1.3229409491328878,-5.322940949132888,-37.424,-32.101059050867114
110,4.5,-3.5,-1.3229409491328878,-4.822940949132888,-36.935,-32.11205905086712
111,4.5,-3.0,-1.3229409491328878,-4.322940949132888,-36.431,-32.10805905086711
112,4.5,-2.5,-1.3229409491328878,-3.822940949132888,-35.935,-32.11205905086712
113,4.5,-2.0,-1.3229409491328878,-3.322940949132888,-35.44,-32.11705905086711
114,4.5,-1.5,-1.3229409491328878,-2.822940949132888,-34.97,-32.147059050867114
115,4.5,-1.0,-1.3229409491328878,-2.322940949132888,-34.449,-32.12605905086711
116,4.5,-0.5,-1.3229409491328878,-1.8229409491328878,-33.98,-32.15705905086711
117,4.5,0.0,-1.3229409491328878,-1.3229409491328878,-33.47,-32.147059050867114
118,4.5,0.5,-1.3229409491328878,-0.8229409491328878,-33.003,-32.180059050867115
119,4.5,1.0,-1.3229409491328878,-0.32294094913288784,-32.517,-32.19405905086712
120,4.5,1.5,-1.3229409491328878,0.17705905086711216,-32.034,-32.211059050867114
121,4.5,2.0,-1.3229409491328878,0.6770590508671122,-31.58,-32.25705905086711
122,4.5,2.5,-1.3229409491328878,1.1770590508671122,-31.065,-32.24205905086711
123,4.5,3.0,-1.3229409491328878,1.6770590508671122,-30.582,-32.259059050867116
124,4.5,3.5,-1.3229409491328878,2.177059050867112,-30.114,-32.29105905086711
125,4.5,4.0,-1.3229409491328878,2.677059050867112,-29.651,-32.32805905086711
126,4.5,4.5,-1.3229409491328878,3.177059050867112,-29.174,-32.351059050867114
127,4.5,5.0,-1.3229409491328878,3.677059050867112,-28.728,-32.405059050867116
128,4.5,5.5,-1.3229409491328878,4.177059050867112,-28.253,-32.430059050867115
129,4.5,6.0,-1.3229409491328878,4.677059050867112,-27.766,-32.44305905086711
130,4.5,6.5,-1.3229409491328878,5.177059050867112,-27.31,-32.48705905086711
131,4.5,7.0,-1.3229409491328878,5.677059050867112,-26.89,-32.567059050867115
132,4.5,7.5,-1.3229409491328878,6.177059050867112,-26.425,-32.60205905086711
133,4.5,8.0,-1.3229409491328878,6.677059050867112,-26.023,-32.70005905086711
134,4.5,8.5,-1.3229409491328878,7.177059050867112,-25.603,-32.780059050867116
135,4.5,9.0,-1.3229409491328878,7.677059050867112,-25.195,-32.872059050867115
136,4.5,9.5,-1.3229409491328878,8.177059050867111,-24.83,-33.00705905086711
137,4.5,10.0,-1.3229409491328878,8.677059050867111,-24.45,-33.12705905086711
138,4.5,10.5,-1.3229409491328878,9.177059050867111,-24.04,-33.21705905086711
139,4.5,11.0,-1.3229409491328878,9.677059050867111,-23.729,-33.406059050867114
140,4.5,11.5,-1.3229409491328878,10.177059050867111,-23.383,-33.56005905086711
141,4.5,12.0,-1.3229409491328878,10.677059050867111,-23.035,-33.71205905086711
142,4.5,12.5,-1.3229409491328878,11.177059050867111,-22.743,-33.92005905086711
143,4.5,13.0,-1.3229409491328878,11.677059050867111,-22.449,-34.12605905086711
144,4.5,13.5,-1.3229409491328878,12.177059050867111,-22.161,-34.338059050867116
145,4.5,14.0,-1.3229409491328878,12.677059050867111,-21.895,-34.57205905086711
146,4.5,14.5,-1.3229409491328878,13.177059050867111,-21.662,-34.83905905086711
147,4.5,15.0,-1.3229409491328878,13.677059050867111,-21.452,-35.12905905086711
148,4.5,15.5,-1.3229409491328878,14.177059050867111,-21.215,-35.39205905086711
149,4.5,16.0,-1.3229409491328878,14.677059050867111,-21.023,-35.70005905086711
150,4.5,16.5,-1.3229409491328878,15.177059050867111,-20.871,-36.04805905086711
151,4.5,17.0,-1.3229409491328878,15.677059050867111,-20.758,-36.43505905086711
152,4.5,17.5,-1.3229409491328878,16.17705905086711,-20.609,-36.78605905086711
153,4.5,18.0,-1.3229409491328878,16.67705905086711,-20.47,-37.147059050867114
154,5.0,-20.0,-1.3875342170103973,-21.387534217010398,-52.906,-31.5184657829896
155,5.0,-19.5,-1.3875342170103973,-20.887534217010398,-52.477,-31.5894657829896
156,5.0,-19.0,-1.3875342170103973,-20.387534217010398,-52.006,-31.618465782989603
157,5.0,-18.5,-1.3875342170103973,-19.887534217010398,-51.491,-31.603465782989602
158,5.0,-18.0,-1.3875342170103973,-19.387534217010398,-50.973,-31.5854657829896
159,5.0,-17.5,-1.3875342170103973,-18.887534217010398,-50.491,-31.603465782989602
160,5.0,-17.0,-1.3875342170103973,-18.387534217010398,-49.982,-31.5944657829896
161,5.0,-16.5,-1.3875342170103973,-17.887534217010398,-49.468,-31.580465782989606
162,5.0,-16.0,-1.3875342170103973,-17.387534217010398,-48.987,-31.599465782989604
163,5.0,-15.5,-1.3875342170103973,-16.887534217010398,-48.466,-31.578465782989603
164,5.0,-15.0,-1.3875342170103973,-16.387534217010398,-47.992,-31.6044657829896
165,5.0,-14.5,-1.3875342170103973,-15.887534217010398,-47.466,-31.578465782989603
166,5.0,-14.0,-1.3875342170103973,-15.387534217010398,-46.976,-31.5884657829896
167,5.0,-13.5,-1.3875342170103973,-14.887534217010398,-46.457,-31.569465782989603
168,5.0,-13.0,-1.3875342170103973,-14.387534217010398,-45.991,-31.603465782989602
169,5.0,-12.5,-1.3875342170103973,-13.887534217010398,-45.48,-31.5924657829896
170,5.0,-12.0,-1.3875342170103973,-13.387534217010398,-44.988,-31.600465782989602
171,5.0,-11.5,-1.3875342170103973,-12.887534217010398,-44.459,-31.571465782989605
172,5.0,-11.0,-1.3875342170103973,-12.387534217010398,-43.939,-31.551465782989602
173,5.0,-10.5,-1.3875342170103973,-11.887534217010398,-43.47,-31.5824657829896
174,5.0,-10.0,-1.3875342170103973,-11.387534217010398,-42.988,-31.600465782989602
175,5.0,-9.5,-1.3875342170103973,-10.887534217010398,-42.444,-31.556465782989605
176,5.0,-9.0,-1.3875342170103973,-10.387534217010398,-41.943,-31.5554657829896
177,5.0,-8.5,-1.3875342170103973,-9.887534217010398,-41.434,-31.5464657829896
178,5.0,-8.0,-1.3875342170103973,-9.387534217010398,-40.938,-31.550465782989605
179,5.0,-7.5,-1.3875342170103973,-8.887534217010398,-40.449,-31.5614657829896
180,5.0,-7.0,-1.3875342170103973,-8.387534217010398,-39.948,-31.560465782989603
181,5.0,-6.5,-1.3875342170103973,-7.887534217010398,-39.457,-31.569465782989603
182,5.0,-6.0,-1.3875342170103973,-7.387534217010398,-38.963,-31.575465782989603
183,5.0,-5.5,-1.3875342170103973,-6.887534217010398,-38.438,-31.550465782989605
184,5.0,-5.0,-1.3875342170103973,-6.387534217010398,-37.954,-31.566465782989603
185,5.0,-4.5,-1.3875342170103973,-5.887534217010398,-37.445,-31.557465782989603
186,5.0,-4.0,-1.3875342170103973,-5.387534217010398,-36.963,-31.575465782989603
187,5.0,-3.5,-1.3875342170103973,-4.887534217010398,-36.466,-31.578465782989603
188,5.0,-3.0,-1.3875342170103973,-4.387534217010398,-35.968,-31.580465782989606
189,5.0,-2.5,-1.3875342170103973,-3.8875342170103973,-35.463,-31.575465782989603
190,5.0,-2.0,-1.3875342170103973,-3.3875342170103973,-34.984,-31.596465782989604
191,5.0,-1.5,-1.3875342170103973,-2.8875342170103973,-34.484,-31.596465782989604
192,5.0,-1.0,-1.3875342170103973,-2.3875342170103973,-34.015,-31.627465782989603
193,5.0,-0.5,-1.3875342170103973,-1.8875342170103973,-33.504,-31.6164657829896
194,5.0,0.0,-1.3875342170103973,-1.3875342170103973,-33.018,-31.630465782989603
195,5.0,0.5,-1.3875342170103973,-0.8875342170103973,-32.521,-31.633465782989603
196,5.0,1.0,-1.3875342170103973,-0.38753421701039725,-32.046,-31.6584657829896
197,5.0,1.5,-1.3875342170103973,0.11246578298960275,-31.56,-31.6724657829896
198,5.0,2.0,-1.3875342170103973,0.6124657829896027,-31.088,-31.700465782989603
199,5.0,2.5,-1.3875342170103973,1.1124657829896027,-30.618,-31.7304657829896
200,5.0,3.0,-1.3875342170103973,1.6124657829896027,-30.143,-31.755465782989603
201,5.0,3.5,-1.3875342170103973,2.1124657829896027,-29.649,-31.761465782989603
202,5.0,4.0,-1.3875342170103973,2.6124657829896027,-29.198,-31.810465782989603
203,5.0,4.5,-1.3875342170103973,3.1124657829896027,-28.728,-31.840465782989604
204,5.0,5.0,-1.3875342170103973,3.6124657829896027,-28.252,-31.8644657829896
205,5.0,5.5,-1.3875342170103973,4.112465782989602,-27.816,-31.9284657829896
206,5.0,6.0,-1.3875342170103973,4.612465782989602,-27.371,-31.9834657829896
207,5.0,6.5,-1.3875342170103973,5.112465782989602,-26.927,-32.0394657829896
208,5.0,7.0,-1.3875342170103973,5.612465782989602,-26.465,-32.077465782989606
209,5.0,7.5,-1.3875342170103973,6.112465782989602,-26.04,-32.1524657829896
210,5.0,8.0,-1.3875342170103973,6.612465782989602,-25.621,-32.2334657829896
211,5.0,8.5,-1.3875342170103973,7.112465782989602,-25.198,-32.3104657829896
212,5.0,9.0,-1.3875342170103973,7.612465782989602,-24.806,-32.4184657829896
213,5.0,9.5,-1.3875342170103973,8.112465782989602,-24.43,-32.5424657829896
214,5.0,10.0,-1.3875342170103973,8.612465782989602,-24.043,-32.6554657829896
215,5.0,10.5,-1.3875342170103973,9.112465782989602,-23.664,-32.776465782989604
216,5.0,11.0,-1.3875342170103973,9.612465782989602,-23.316,-32.928465782989605
217,5.0,11.5,-1.3875342170103973,10.112465782989602,-22.964,-33.0764657829896
218,5.0,12.0,-1.3875342170103973,10.612465782989602,-22.638,-33.25046578298961
219,5.0,12.5,-1.3875342170103973,11.112465782989602,-22.331,-33.443465782989605
220,5.0,13.0,-1.3875342170103973,11.612465782989602,-22.035,-33.6474657829896
221,5.0,13.5,-1.3875342170103973,12.112465782989602,-21.782,-33.8944657829896
222,5.0,14.0,-1.3875342170103973,12.612465782989602,-21.525,-34.1374657829896
223,5.0,14.5,-1.3875342170103973,13.112465782989602,-21.292,-34.404465782989604
224,5.0,15.0,-1.3875342170103973,13.612465782989602,-21.079,-34.6914657829896
225,5.0,15.5,-1.3875342170103973,14.112465782989602,-20.884,-34.9964657829896
226,5.0,16.0,-1.3875342170103973,14.612465782989602,-20.696,-35.3084657829896
227,5.0,16.5,-1.3875342170103973,15.112465782989602,-20.536,-35.648465782989604
228,5.0,17.0,-1.3875342170103973,15.612465782989602,-20.39,-36.0024657829896
229,5.0,17.5,-1.3875342170103973,16.112465782989602,-20.26,-36.37246578298961
230,5.0,18.0,-1.3875342170103973,16.612465782989602,-20.145,-36.7574657829896
231,5.5,-20.0,-1.4657161123881097,-21.465716112388108,-54.402,-32.93628388761189
232,5.5,-19.5,-1.4657161123881097,-20.965716112388108,-54.014,-33.048283887611895
233,5.5,-19.0,-1.4657161123881097,-20.465716112388108,-53.466,-33.00028388761189
234,5.5,-18.5,-1.4657161123881097,-19.965716112388108,-52.927,-32.96128388761189
235,5.5,-18.0,-1.4657161123881097,-19.465716112388108,-52.417,-32.95128388761189
236,5.5,-17.5,-1.4657161123881097,-18.965716112388108,-51.945,-32.97928388761189
237,5.5,-17.0,-1.4657161123881097,-18.465716112388108,-51.443,-32.97728388761189
238,5.5,-16.5,-1.4657161123881097,-17.965716112388108,-50.943,-32.97728388761189
239,5.5,-16.0,-1.4657161123881097,-17.465716112388108,-50.43,-32.96428388761189
240,5.5,-15.5,-1.4657161123881097,-16.965716112388108,-49.918,-32.95228388761189
241,5.5,-15.0,-1.4657161123881097,-16.465716112388108,-49.428,-32.96228388761189
242,5.5,-14.5,-1.4657161123881097,-15.96571611238811,-48.957,-32.99128388761189
243,5.5,-14.0,-1.4657161123881097,-15.46571611238811,-48.419,-32.95328388761189
244,5.5,-13.5,-1.4657161123881097,-14.96571611238811,-47.931,-32.96528388761189
245,5.5,-13.0,-1.4657161123881097,-14.46571611238811,-47.423,-32.957283887611894
246,5.5,-12.5,-1.4657161123881097,-13.96571611238811,-46.951,-32.98528388761189
247,5.5,-12.0,-1.4657161123881097,-13.46571611238811,-46.439,-32.97328388761189
248,5.5,-11.5,-1.4657161123881097,-12.96571611238811,-45.944,-32.978283887611894
249,5.5,-11.0,-1.4657161123881097,-12.46571611238811,-45.444,-32.978283887611894
250,5.5,-10.5,-1.4657161123881097,-11.96571611238811,-44.938,-32.972283887611894
251,5.5,-10.0,-1.4657161123881097,-11.46571611238811,-44.43,-32.96428388761189
252,5.5,-9.5,-1.4657161123881097,-10.96571611238811,-43.902,-32.93628388761189
253,5.5,-9.0,-1.4657161123881097,-10.46571611238811,-43.404,-32.938283887611895
254,5.5,-8.5,-1.4657161123881097,-9.96571611238811,-42.912,-32.94628388761189
255,5.5,-8.0,-1.4657161123881097,-9.46571611238811,-42.407,-32.94128388761189
256,5.5,-7.5,-1.4657161123881097,-8.96571611238811,-41.914,-32.94828388761189
257,5.5,-7.0,-1.4657161123881097,-8.46571611238811,-41.395,-32.929283887611895
258,5.5,-6.5,-1.4657161123881097,-7.96571611238811,-40.91,-32.94428388761189
259,5.5,-6.0,-1.4657161123881097,-7.46571611238811,-40.406,-32.94028388761189
260,5.5,-5.5,-1.4657161123881097,-6.96571611238811,-39.929,-32.963283887611894
261,5.5,-5.0,-1.4657161123881097,-6.46571611238811,-39.431,-32.96528388761189
262,5.5,-4.5,-1.4657161123881097,-5.96571611238811,-38.925,-32.95928388761189
263,5.5,-4.0,-1.4657161123881097,-5.46571611238811,-38.415,-32.94928388761189
264,5.5,-3.5,-1.4657161123881097,-4.96571611238811,-37.929,-32.963283887611894
265,5.5,-3.0,-1.4657161123881097,-4.46571611238811,-37.441,-32.975283887611894
266,5.5,-2.5,-1.4657161123881097,-3.96571611238811,-36.952,-32.98628388761189
267,5.5,-2.0,-1.4657161123881097,-3.46571611238811,-36.452,-32.98628388761189
268,5.5,-1.5,-1.4657161123881097,-2.96571611238811,-35.959,-32.993283887611895
269,5.5,-1.0,-1.4657161123881097,-2.46571611238811,-35.446,-32.98028388761189
270,5.5,-0.5,-1.4657161123881097,-1.9657161123881097,-34.978,-33.01228388761189
271,5.5,0.0,-1.4657161123881097,-1.4657161123881097,-34.488,-33.02228388761189
272,5.5,0.5,-1.4657161123881097,-0.9657161123881097,-34.011,-33.045283887611895
273,5.5,1.0,-1.4657161123881097,-0.4657161123881097,-33.52,-33.054283887611895
274,5.5,1.5,-1.4657161123881097,0.034283887611890274,-33.043,-33.07728388761189
275,5.5,2.0,-1.4657161123881097,0.5342838876118903,-32.541,-33.07528388761189
276,5.5,2.5,-1.4657161123881097,1.0342838876118903,-32.068,-33.10228388761189
277,5.5,3.0,-1.4657161123881097,1.5342838876118903,-31.594,-33.12828388761189
278,5.5,3.5,-1.4657161123881097,2.03428388761189,-31.138,-33.17228388761189
279,5.5,4.0,-1.4657161123881097,2.53428388761189,-30.659,-33.19328388761189
280,5.5,4.5,-1.4657161123881097,3.03428388761189,-30.185,-33.21928388761189
281,5.5,5.0,-1.4657161123881097,3.53428388761189,-29.73,-33.26428388761189
282,5.5,5.5,-1.4657161123881097,4.03428388761189,-29.269,-33.30328388761189
283,5.5,6.0,-1.4657161123881097,4.53428388761189,-28.817,-33.35128388761189
284,5.5,6.5,-1.4657161123881097,5.03428388761189,-28.38,-33.41428388761189
285,5.5,7.0,-1.4657161123881097,5.53428388761189,-27.932,-33.46628388761189
286,5.5,7.5,-1.4657161123881097,6.03428388761189,-27.513,-33.54728388761189
287,5.5,8.0,-1.4657161123881097,6.53428388761189,-27.071,-33.60528388761189
288,5.5,8.5,-1.4657161123881097,7.03428388761189,-26.661,-33.69528388761189
289,5.5,9.0,-1.4657161123881097,7.53428388761189,-26.261,-33.79528388761189
290,5.5,9.5,-1.4657161123881097,8.03428388761189,-25.85,-33.88428388761189
291,5.5,10.0,-1.4657161123881097,8.53428388761189,-25.478,-34.01228388761189
292,5.5,10.5,-1.4657161123881097,9.03428388761189,-25.119,-34.15328388761189
293,5.5,11.0,-1.4657161123881097,9.53428388761189,-24.758,-34.29228388761189
294,5.5,11.5,-1.4657161123881097,10.03428388761189,-24.402,-34.43628388761189
295,5.5,12.0,-1.4657161123881097,10.53428388761189,-24.082,-34.61628388761189
296,5.5,12.5,-1.4657161123881097,11.03428388761189,-23.757,-34.79128388761189
297,5.5,13.0,-1.4657161123881097,11.53428388761189,-23.465,-34.99928388761189
298,5.5,13.5,-1.4657161123881097,12.03428388761189,-23.186,-35.22028388761189
299,5.5,14.0,-1.4657161123881097,12.53428388761189,-22.928,-35.46228388761189
300,5.5,14.5,-1.4657161123881097,13.03428388761189,-22.696,-35.73028388761189
301,5.5,15.0,-1.4657161123881097,13.53428388761189,-22.48,-36.01428388761189
302,5.5,15.5,-1.4657161123881097,14.03428388761189,-22.277,-36.31128388761189
303,5.5,16.0,-1.4657161123881097,14.53428388761189,-22.116,-36.65028388761189
304,5.5,16.5,-1.4657161123881097,15.03428388761189,-21.956,-36.99028388761189
305,5.5,17.0,-1.4657161123881097,15.53428388761189,-21.802,-37.33628388761189
306,5.5,17.5,-1.4657161123881097,16.034283887611892,-21.665,-37.69928388761189
307,5.5,18.0,-1.4657161123881097,16.534283887611892,-21.563,-38.097283887611894
308,6.0,-20.0,-1.5321552028589769,-21.532155202858977,-54.262,-32.72984479714103
309,6.0,-19.5,-1.5321552028589769,-21.032155202858977,-53.775,-32.74284479714102
310,6.0,-19.0,-1.5321552028589769,-20.532155202858977,-53.299,-32.76684479714102
311,6.0,-18.5,-1.5321552028589769,-20.032155202858977,-52.805,-32.77284479714102
312,6.0,-18.0,-1.5321552028589769,-19.532155202858977,-52.312,-32.779844797141024
313,6.0,-17.5,-1.5321552028589769,-19.032155202858977,-51.797,-32.76484479714102
314,6.0,-17.0,-1.5321552028589769,-18.532155202858977,-51.262,-32.72984479714103
315,6.0,-16.5,-1.5321552028589769,-18.032155202858977,-50.792,-32.75984479714103
316,6.0,-16.0,-1.5321552028589769,-17.532155202858977,-50.31,-32.77784479714103
317,6.0,-15.5,-1.5321552028589769,-17.032155202858977,-49.801,-32.76884479714103
318,6.0,-15.0,-1.5321552028589769,-16.532155202858977,-49.297,-32.76484479714102
319,6.0,-14.5,-1.5321552028589769,-16.032155202858977,-48.791,-32.75884479714102
320,6.0,-14.0,-1.5321552028589769,-15.532155202858977,-48.295,-32.76284479714103
